"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"expression"
"LINC01707"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"RPS15AP10"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"FGF13-AS1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LBX1-AS1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"HPN-AS1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CSE1L-AS1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL592437.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC013287.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC068389.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"ANKRD26P4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"ANKRD36BP2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL009181.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LINC00284"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LINC01621"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"HSP90AB7P"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC004898.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL591043.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL450326.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"KRT18P52"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL139039.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC011753.4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CLIC4P3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LINC01679"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LINC02008"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LINC00636"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC012442.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"RPS23P1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"RN7SL684P"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC020658.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC011352.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC026436.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CTNNA1P1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC027627.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"F11-AS1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC005920.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC008464.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC100849.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"RCC2P6"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AP003064.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AP001085.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC073585.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC126178.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC020612.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"BLZF2P"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL132989.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"DNAJC8P1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"KRT8P9"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL354712.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"LINC02367"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"CISTR"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC138028.5"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL133457.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL121753.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC087222.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC024619.4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"HNRNPA1P11"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC106791.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL139022.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC012557.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC109347.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL049839.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"RBAKDN"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL118522.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC106818.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC002525.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC024610.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL391005.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC025125.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC099811.6"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC129502.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC007326.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"ELDR"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"MIR4800"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC005343.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL671883.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC104260.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL137802.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC093912.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC127540.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC097658.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL731553.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AP001066.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AF228727.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL080275.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC129803.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC092803.4"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL451166.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL359764.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC068418.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AL050338.2"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC020655.1"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"AC231657.3"	0.344907198061848	-5.23357615376183	0.714794834859041	0.491935284235667	0.622412181528732	-5.60333165481742	"Stable"
"PSPN"	-0.123984294311365	2.3402601463814	-0.714746510234987	0.491963811249097	0.622419953389408	-6.7391715304169	"Stable"
"PIK3AP1"	0.828238091436851	-3.07162857590148	0.714364495781995	0.492189358565536	0.622676978218905	-5.63936901827178	"Stable"
"TNFRSF25"	-0.141347527915571	2.67568983426466	-0.714208907902253	0.492281238592758	0.622764882634678	-6.83090301972404	"Stable"
"CASQ1"	-0.447411178636145	-4.83733552858154	-0.713169852288034	0.492895111451222	0.623371303057067	-5.60282653788018	"Stable"
"GPR21"	-0.447411178636145	-4.83733552858154	-0.713169852288034	0.492895111451222	0.623371303057067	-5.60282653788018	"Stable"
"AL121601.1"	-0.447411178636145	-4.83733552858154	-0.713169852288034	0.492895111451222	0.623371303057067	-5.60282653788018	"Stable"
"AC119403.1"	-0.447411178636145	-4.83733552858154	-0.713169852288034	0.492895111451222	0.623371303057067	-5.60282653788018	"Stable"
"AC090589.3"	-0.447411178636145	-4.83733552858154	-0.713169852288034	0.492895111451222	0.623371303057067	-5.60282653788018	"Stable"
"AC005856.1"	-0.447411178636145	-4.83733552858154	-0.713169852288034	0.492895111451222	0.623371303057067	-5.60282653788018	"Stable"
"AC063976.2"	0.361823302831713	-0.854880975998836	0.713082720114727	0.492946610738553	0.623405893507259	-5.95288839135833	"Stable"
"LINC02656"	0.560566794103802	-3.75461326636004	0.713047714745713	0.492967301533396	0.623405893507259	-5.61217655226974	"Stable"
"PACRGL"	-0.110358838120941	2.71725640049828	-0.712841324172753	0.493089304834611	0.62353182092097	-6.84331892905151	"Stable"
"TMED1"	-0.0747616869747788	5.39423520645974	-0.712572022622321	0.493248524912149	0.62370479689437	-7.42888841284104	"Stable"
"AC005609.3"	-0.703583629783174	-3.46918553451829	-0.712311593258004	0.493402529950384	0.62382220734367	-5.61897754993505	"Stable"
"AC096540.1"	-0.446858680039449	-4.83733552858154	-0.712301191261112	0.493408681799228	0.62382220734367	-5.60342117099322	"Stable"
"LINC01099"	-0.446858680039449	-4.83733552858154	-0.712301191261112	0.493408681799228	0.62382220734367	-5.60342117099322	"Stable"
"KLF13"	-0.128553112094862	6.06552451542476	-0.71222784262307	0.49345206230211	0.62384062499449	-7.51864216488584	"Stable"
"R3HDM4"	-0.0416184047678145	6.13557914616281	-0.71217164111939	0.493485303103579	0.62384062499449	-7.52722672938559	"Stable"
"STAM-AS1"	-0.384794152272268	-2.16992923576789	-0.712162760836681	0.493490555541207	0.62384062499449	-5.7146485538549	"Stable"
"BAMBI"	-0.088759529183283	9.21115463953582	-0.712021855130652	0.493573901969981	0.623917621410978	-7.80901772037159	"Stable"
"NR1D1"	-0.133476246633009	2.38068508064953	-0.71155138587095	0.493852250442337	0.624241098090719	-6.75244282457317	"Stable"
"LAG3"	-0.348586185804917	-2.63422449756457	-0.711345471698158	0.493974108291331	0.624366746449782	-5.65756975237647	"Stable"
"ZC3H7A"	-0.0472796334772005	5.27014207713542	-0.711259304386201	0.494025106762928	0.624402823574999	-7.41143000403622	"Stable"
"AC010542.5"	-0.379651600825038	-2.88827718227612	-0.711215474652758	0.494051048826252	0.62440722983786	-5.64024168791559	"Stable"
"BRCC3P1"	0.529563378303532	-4.34897420413048	0.711150258193654	0.494089650894471	0.624427635340954	-5.60591476395314	"Stable"
"LINC00843"	0.214716002346999	1.26143631310106	0.711096113613872	0.494121700869048	0.624439758867644	-6.45194460661578	"Stable"
"UBAP1"	0.0521626981793099	5.42130885517863	0.711009258970922	0.494173115720947	0.624476352287613	-7.43391700675986	"Stable"
"STX16-NPEPL1"	-0.264056470764126	-0.90452337570016	-0.710854845527929	0.494264531201707	0.624563488052472	-5.94512806543526	"Stable"
"AL162231.3"	0.732170920229514	-3.32568126061303	0.710626724916891	0.49439960189667	0.624705777076198	-5.625959754288	"Stable"
"GALR3"	-0.570636338732275	-3.79993452628313	-0.710421108749821	0.494521367355933	0.624831241909351	-5.61255146988387	"Stable"
"Z97832.2"	-0.30570271210847	-0.449931114372419	-0.710009777485916	0.494765012888512	0.625088742727822	-6.041298294447	"Stable"
"SMKR1"	0.443199955730436	-3.81381344033172	0.710001145776588	0.49477012654451	0.625088742727822	-5.61276209396156	"Stable"
"RHOT2"	-0.0407158245820259	6.34999737956848	-0.709674802703023	0.494963485059144	0.625304619061997	-7.55414590228658	"Stable"
"MRPL20"	0.0637181056930325	5.342872563311	0.709489241145593	0.495073451385651	0.625415128309909	-7.42344318089138	"Stable"
"CU639417.5"	-0.868354925151373	-3.73672952027566	-0.709368699114588	0.4951448943911	0.625440526951716	-5.61552349778972	"Stable"
"AL590762.2"	-0.569039207726175	-4.59241577664371	-0.709341466130624	0.495161035759012	0.625440526951716	-5.60582740177927	"Stable"
"AC068189.2"	-0.569039207726175	-4.59241577664371	-0.709341466130624	0.495161035759012	0.625440526951716	-5.60582740177927	"Stable"
"AL139424.2"	-0.495765317963225	-2.37799980037253	-0.709269272305708	0.495203827625876	0.625466165385651	-5.69006697494365	"Stable"
"INO80"	-0.0589271760224883	4.35097594795929	-0.70916841497726	0.495263613229584	0.625513264419596	-7.24952253247095	"Stable"
"FAM192BP"	0.663637299408107	-3.33131724680409	0.709117232453204	0.495293954616998	0.625523173097164	-5.62671419146341	"Stable"
"C20orf144"	0.274197931574073	-1.09667248753618	0.708504587032953	0.495657225180087	0.625933528486493	-5.90693378103361	"Stable"
"AC032044.1"	0.449850529612714	-3.81381344033172	0.708493335156771	0.495663898573836	0.625933528486493	-5.61379127588805	"Stable"
"SKIV2L"	-0.0400770408428487	5.74906599961166	-0.708230857157792	0.495819587928644	0.626078300331579	-7.48151411537929	"Stable"
"MT-ND4L"	0.0545014810416406	7.80417562617043	0.708224140530919	0.495823572308196	0.626078300331579	-7.70040120072318	"Stable"
"CASTOR2"	-0.113989829849992	1.65915061495347	-0.708050671057916	0.495926483268208	0.626179810814449	-6.56039539825361	"Stable"
"AC000072.1"	0.520711739318228	-3.95273357895019	0.707875507075161	0.496030412964572	0.626282598324156	-5.61225333768157	"Stable"
"AC011330.2"	0.288211620543501	-1.8738937694455	0.707741322357787	0.49611003766803	0.626354690673686	-5.76321250276704	"Stable"
