R022_3P	R044_3P	R022_12P	R044_12P	R046_12P	R046_3P	R058_12P	R058_3P	R085_12P	R085_3P	R171_3P	R171_12P	R209_3P	R209_12P	R212_3P	R212_12P	R218_3P	R218_12P	R219_12P	R219_3P	R225_3P	R225_12P	R227_3P	R227_12P	R243_12P	R243_3P	R256_3P	R256_12P	R280_12P	R291_12P	R280_3P	R306_12P	R291_3P	R308_12P	R306_3P	R312_12P	R308_3P	R312_3P	R317_12P	R317_3P	R330_12P	R330_3P	R334_12P	R334_3P	R345_3P	R345_12P	R356_3P	R356_12P	R358_3P	R358_12P	R361_12P	R361_3P	R364_12P	R364_3P	R382_12P	R382_3P	R393_12P	R393_3P	R438_12P	R438_3P	R479_12P	R479_3P
39	323	48	177	209	36	31	40	11	59	159	105	300	23	2	20	133	225	152	105	76	130	602	0	8	7	47	32	465	28	117	1	28	199	0	35	125	113	19	102	578	32	265	0	3	141	20	346	86	625	6	55	246	3	238	150	13	24	777	61	5	24
99	1272	11	26	22	7	0	5	3	9	65	0	51	0	1	0	2	11	12	28	0	14	0	14	0	2	0	0	46	2	18	0	0	8	0	0	6	1	0	3	134	5	71	0	2	45	0	35	31	79	3	10	23	0	6	43	0	5	115	7	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	21	1	4	8	3	0	0	0	0	4	0	6	0	0	0	0	5	0	0	0	0	43	0	0	0	9	0	3	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	6	0	7	0	0	0	0	3	0	0	2	0	0	1	0	0	4
3	85	5	5	7	2	1	6	0	3	11	1	11	4	0	0	0	4	5	0	0	2	20	0	0	3	2	0	9	5	5	0	0	9	0	0	7	7	0	8	3	0	13	0	6	20	3	47	14	12	0	3	6	0	5	18	0	1	8	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
0	73	2	1	4	0	5	0	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	14	0	0	3	0	3	0	6	0	0	2	0	0	2	0	1	23	0	0	0
0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
402	1315	120	231	412	57	185	66	83	207	284	25	899	74	2	11	44	485	79	27	46	22	295	0	1	68	33	15	141	45	669	0	7	498	0	0	78	58	8	84	264	33	947	0	5	483	18	303	213	1319	2	64	456	0	77	240	2	19	779	58	2	4
0	0	0	1	10	0	0	0	0	0	2	0	2	0	0	0	0	8	1	0	0	0	24	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	6	10	0	0	5	0	1	2	0	0	0	10	0	0	0	0	0	5	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
70	12	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	3	1	0	0	2	0	0	1	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0
0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	27	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1149	1427	8	3	1	2	0	0	0	6	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	5	0	0	6	10	0	1	5	0	0	1	0	0	10	0	0	0
0	126	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	7	2	0	0	8	0	3	1	0	0	3	1	0	0
0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	218	3	4	11	4	0	4	2	12	2	2	7	2	2	2	22	8	8	13	0	0	51	0	1	1	4	2	0	0	0	0	0	20	0	0	28	7	0	0	1	0	2	0	0	15	0	6	0	27	5	1	18	0	43	3	1	0	20	9	0	1
0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	2	2	2	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	2	2	0	0	0	0	0	2	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	272	2	10	2	7	0	6	3	0	9	1	18	0	1	0	0	10	0	0	6	0	0	0	0	1	0	0	15	1	7	0	1	4	0	0	0	1	0	0	35	0	19	3	0	5	0	5	1	41	0	5	7	0	0	3	0	0	22	2	0	0
485	1206	20	20	17	4	2	6	4	3	16	0	49	4	0	0	7	14	7	2	0	1	1	0	0	0	10	0	1	1	9	0	0	24	0	0	12	5	0	3	16	3	64	0	0	13	0	6	13	72	0	3	44	0	14	5	0	0	41	3	0	0
0	338	2	3	10	3	0	0	1	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	4	0	1	0	0	4	0	0	0	0	0	0	6	0	7	0	0	4	0	2	0	18	0	0	1	0	0	2	0	0	1	1	0	0
336	611	17	15	10	6	0	6	1	3	18	0	40	0	0	0	2	10	8	0	0	0	0	0	0	0	0	0	15	1	10	0	0	19	0	0	0	5	0	2	20	0	44	0	0	43	0	10	12	78	0	2	52	0	19	10	0	0	67	2	0	0
392	2059	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	7	0	1	0	1	0	0	0	5	0	3	0	1	0	0	1	0	0	0	6	0	2	0	0	2	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0
63	38	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0
220	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	2	0	0	0
0	74	0	1	0	0	0	0	0	1	0	0	4	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0
0	305	75	473	300	105	79	169	72	160	397	898	200	43	20	26	121	363	229	294	255	394	795	19	137	100	202	139	1883	50	334	6	146	581	3	246	238	272	123	240	1295	175	883	0	37	549	43	557	362	561	36	108	419	119	284	298	33	102	1347	262	2	82
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	7	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	3	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0
0	0	7	9	9	0	0	0	1	0	0	0	5	0	0	0	0	2	7	0	0	0	0	0	0	0	8	0	3	1	0	0	0	6	0	0	3	0	0	0	1	0	4	0	0	7	0	3	7	15	0	1	12	0	1	6	0	1	17	0	0	0
384	1187	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
107	144	14	0	7	2	0	1	0	0	4	0	15	1	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	3	4	0	0	13	0	10	0	0	14	0	2	14	6	0	0	22	0	6	3	0	0	34	9	0	0
1069	6248	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	1	0	0	0	0	1	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0
0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	81	0	1	3	1	0	0	1	0	1	0	1	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	43	3	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	2	0	1	0	1	0	0	1	0	2	7	0	0	1	1	0	0
0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	36	1	0	0	2	4	0	2	7	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	1	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	9	0	0	0	0	0	6	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945	3004	502	1209	1796	276	96	129	110	441	471	753	745	147	6	28	1139	549	3124	624	74	4	8444	114	129	42	1553	1247	1870	36	94	6	226	1666	9	238	1946	1481	255	456	1851	238	643	1	34	975	171	396	1330	650	72	183	3389	964	3104	739	29	351	981	2029	7	66
0	0	10	12	6	0	0	4	0	3	3	0	13	4	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	11	0	0	0	91	0	2	0	0	18	2	1	17	5	0	1	15	0	2	7	0	5	23	0	0	0
0	44	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	2	0	0	0
24	28	21	24	19	22	0	5	4	4	11	8	33	5	0	0	8	4	14	0	0	0	14	0	0	0	7	4	2	1	2	1	0	17	0	0	3	5	0	6	12	0	25	0	1	36	4	4	17	36	0	5	53	0	9	16	0	4	37	5	0	0
95	356	6	18	18	7	0	3	0	3	2	0	4	0	0	0	0	1	13	0	0	0	14	0	0	0	6	0	5	0	1	0	0	14	0	1	8	7	1	2	4	1	13	0	0	6	0	1	2	15	0	1	32	0	12	5	0	3	14	8	0	0
0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
33	471	37	98	64	36	17	12	6	34	147	5	142	7	4	0	16	34	56	61	6	0	125	0	0	1	26	0	214	13	86	1	35	32	0	0	3	41	5	37	194	14	175	4	1	118	5	67	72	176	0	30	114	36	92	105	0	11	159	50	0	0
2052	19637	164	345	596	126	135	158	72	264	330	8	454	194	0	29	215	408	321	0	95	61	237	0	0	61	133	68	237	30	114	4	6	745	1	27	302	318	37	183	181	75	373	0	3	700	29	440	226	722	8	133	815	1	406	315	3	32	780	170	3	43
0	509	2	15	17	3	0	3	1	2	9	3	20	7	0	1	10	7	14	0	5	0	54	0	0	0	0	3	25	1	4	0	0	3	0	1	4	18	2	15	0	3	8	0	0	10	0	15	7	29	0	1	28	0	20	14	0	0	11	7	0	4
55	360	0	3	0	0	0	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	0	2	0	2	0	5	0	3	1	0	0	0	0	0	2	0	0	0
0	57	18	52	44	16	12	16	17	21	42	0	74	2	0	0	3	41	1	0	0	0	10	0	0	9	8	2	0	10	15	2	0	105	0	0	18	12	0	3	82	13	50	0	0	55	11	39	30	119	1	9	34	1	19	21	5	16	87	9	0	0
1023	5957	114	218	321	45	83	77	32	112	205	324	333	30	4	20	247	236	459	165	88	96	750	34	0	32	146	68	551	12	260	2	38	449	1	5	274	253	9	188	88	79	387	32	2	366	3	270	99	574	25	34	443	37	470	282	35	35	567	148	4	57
0	8	5	2	0	1	0	0	3	0	10	0	14	0	0	0	0	1	0	5	0	0	0	0	0	0	3	0	0	6	2	0	0	1	0	0	3	3	0	0	0	0	14	0	0	15	0	15	0	38	0	0	16	0	0	6	0	0	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	86	7	18	23	5	3	1	0	6	7	0	11	3	0	0	2	4	13	0	0	0	21	0	8	0	1	5	3	0	2	0	0	33	0	0	18	4	2	1	8	3	10	0	0	9	2	5	11	9	0	0	29	0	31	3	1	3	15	11	0	0
356	458	99	77	178	23	5	8	17	38	69	140	88	35	1	2	185	52	732	278	6	0	840	4	1	0	309	26	488	3	22	1	49	120	0	20	147	281	38	29	281	9	74	0	0	158	8	54	61	101	1	26	376	2	888	123	15	6	121	148	0	31
0	0	0	16	20	5	0	4	4	3	8	0	10	0	0	0	0	4	18	0	6	18	0	0	1	0	0	0	12	1	5	0	7	19	0	0	10	12	1	4	0	0	19	0	0	11	0	14	3	23	0	3	13	0	2	2	0	1	24	11	0	0
95	432	30	42	15	5	6	8	2	30	18	23	38	3	0	0	14	14	28	0	0	0	72	0	0	5	9	7	26	0	1	0	0	89	0	0	31	23	0	6	40	0	6	0	0	63	0	13	17	27	0	4	97	36	68	14	0	8	30	17	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	68	70	147	16	17	38	22	42	0	1	37	34	0	1	2987	466	237	207	119	49	2952	343	12	2	115	58	236	9	6	0	116	79	0	127	315	306	378	120	650	61	41	1	1	3	33	48	0	106	46	105	151	133	1163	69	64	15	24	48	7	149
0	79	0	13	12	1	0	6	0	3	0	0	1	2	0	0	155	46	3	1	5	0	93	0	0	0	0	0	44	2	1	0	0	11	0	0	18	31	0	11	17	2	1	0	0	0	0	3	0	12	0	16	25	0	110	9	9	0	7	4	0	3
1037	1726	89	136	81	13	15	21	22	41	47	37	46	19	0	0	225	272	97	26	20	11	160	1	0	0	48	3	105	9	32	0	12	133	1	0	25	66	4	41	110	34	121	7	0	44	2	57	11	226	0	83	191	5	195	93	2	2	136	10	0	28
0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	1	0	0	0
214	574	9	38	27	1	4	1	2	14	18	0	18	13	0	9	33	31	49	10	7	1	176	2	1	0	31	2	79	0	7	0	0	80	0	0	49	51	18	8	91	4	8	0	0	50	8	9	9	39	0	4	69	0	71	21	2	5	11	0	2	2
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	3	0	2	0	6	0	2	0	0	0	1	0	0	0	22	0	0	0	0	0	12	0	0	0	0	0	0	0	5	1	0	2	0	0	3	0	0	1	0	0	0	2	0	0	13	0	1	1	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0	118	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
